Gene.ID	Gene.Name	1.AD_A	2.AD_A	3.AD_A	4.AD_A	1.AD_B	2.AD_B	3.AD_B	4.AD_B	1.AD_C	2.AD_C	3.AD_C	4.AD_C
ENSG00000080824	HSP90AA1	1094700	52704	1078800	1795800	560900	26500	561780	985600	370920	21347	379420	667010
ENSG00000080845	DLGAP4	47659	1776.5	44152	64378	24619	956.51	23379	30391	17231	794.68	19550	17984
ENSG00000080854	IGSF9B	169790	9626.8	194390	177070	65340	3154.5	71465	66494	26519	1367.4	30628	28265
ENSG00000081307	UBA5	54361	2865.9	69810	77716	37353	1995.2	52173	56147	29124	1425	38067	42071
ENSG00000081760	AACS	125420	6893.6	134470	164910	49339	2016.9	54532	63444	0	0	0	0
ENSG00000081803	CADPS2	31502	1485.7	41639	38207	78886	3688.3	89111	88813	50445	2869.8	50773	61098
ENSG00000082153	BZW1	68689	4849.2	83029	130190	33928	1739	39921	63990	26828	1399.4	29842	48738
ENSG00000082212	ME2	172190	7916.4	188520	228400	46751	2373.4	47892	60035	9915.3	470.46	8601.3	16222
ENSG00000082397	EPB41L3	957720	54115	1188900	1580500	514950	28196	595520	876560	325750	17817	389390	574900
ENSG00000082458	DLG3	106890	5371.5	101080	132370	103700	5336.9	117110	127210	35677	1672.6	33427	45123
ENSG00000082898	XPO1	209020	11501	233440	360680	157160	8087	176530	282030	52596	2941	60873	92229
ENSG00000083312	TNPO1	129440	6199.7	165060	274250	91091	4382.1	121430	194390	47792	2411.9	68165	98349
ENSG00000083799	CYLD	141820	7266.9	164930	184570	20264	879.52	22241	25480	6756.3	166.07	8716.6	9137.1
ENSG00000084070	SMAP2	73247	3487.4	72490	90387	47934	2058	53285	60595	22138	311.05	25257	27813
ENSG00000084073	ZMPSTE24	126650	7371.7	141740	177820	96716	4367.3	111620	144010	31071	1121.1	33707	40199
ENSG00000084207	GSTP1	47729	1822.7	40822	101040	30763	0	25230	62289	16370	751.62	13667	36287
ENSG00000084234	APLP2	8728.7	489.53	9553	15140	8090.1	370.43	9374.4	15009	3647.2	92.246	4341.1	6882.5
ENSG00000084444	FAM234B	79794	4603.5	95577	94671	35773	1657.2	45553	38507	11529	499.4	14264	14013
ENSG00000084674	APOB	52181	2167.6	47040	68271	88354	3850.4	84696	147440	100710	4564.9	99686	151510
ENSG00000084733	RAB10	95371	4480.9	123000	187290	36680	1924.2	50275	71830	41114	1940	49419	68016
ENSG00000084754	HADHA	542000	29841	632560	937300	658200	35086	787320	1139400	284230	14864	338790	475410
ENSG00000085117	CD82	29347	1084.1	27963	39861	15054	533.8	15081	23342	12010	634.09	11312	17059
ENSG00000085224	ATRX	0	0	0	0	17370	860.56	28610	20954	11534	507.05	19975	14546
ENSG00000085377	PREP	267290	12222	274960	313040	176460	7296.4	187150	203060	99752	4195.3	110840	120250
ENSG00000085662	AKR1B1	285250	13847	310850	437550	206250	10177	223350	351590	123740	5913.2	134990	214270
ENSG00000085719	CPNE3	40942	1922.7	51334	71011	12513	333.63	16195	21645	11944	618.06	15096	21381
ENSG00000085832	EPS15	52881	4979	101900	178910	31723	1852.2	39780	75837	17773	887.49	18021	33608
ENSG00000086289	EPDR1	453330	26895	680200	663040	203370	12387	322860	286490	132460	6486.2	214860	186450
ENSG00000086758	HUWE1	310390	15767	339380	411310	132780	6524.3	149860	181710	83629	3679.3	96345	108960
ENSG00000086827	ZW10	59838	3384.9	63342	92239	22369	1609.5	26226	35949	14601	854.71	15655	21598
ENSG00000087053	MTMR2	323920	16044	337220	422930	100240	4394.5	107900	145960	95644	4225.7	102520	130190
ENSG00000087086	FTL	127080	6754.9	176480	239910	38186	1910.2	47762	69847	20750	1056.9	32470	47451
ENSG00000087191	PSMC5	261420	13333	298970	374670	103550	5251.1	113780	157670	85179	4096.9	90230	114530
ENSG00000087274	ADD1	711370	35996	852070	1104700	248390	13382	254600	414580	121890	6342.5	148050	187870
ENSG00000087299	L2HGDH	119970	5230.2	148010	158480	56679	2485.4	65124	71960	48008	2509.9	60532	59727
ENSG00000087302	RTRAF	252060	11969	232810	443290	167870	7047.3	158400	299370	108280	5461	107850	200840
ENSG00000087365	SF3B2	198350	10470	190020	305530	49214	2315.1	43700	80275	80570	4226.8	76863	124010
ENSG00000087460	GNAS	212280	11776	294070	356660	181830	9857.8	248340	298750	119250	6742	160690	192050
ENSG00000087470	DNM1L	326720	15809	317430	413420	116250	5968	118020	117220	151460	8127.7	143740	218270
ENSG00000087842	PIR	169050	8678.9	226660	312070	45487	1982.3	57916	87272	17973	819.68	20788	37907
ENSG00000088247	KHSRP	661040	32966	801670	930510	434590	21462	542840	619580	263160	12399	313590	386790
ENSG00000088367	EPB41L1	412130	22524	400150	566090	165600	8321.6	178060	246290	98733	4344.1	102180	147070
ENSG00000088682	COQ9	51548	2544.6	53137	55937	12124	796.03	13726	13488	9189.7	513.27	9081.6	10130
ENSG00000088832	FKBP1A	77889	3718.3	104520	87122	98219	4546.4	116500	96334	32863	1731.6	46175	36026
ENSG00000088833	NSFL1C	21481	939.9	21681	34952	34632	2017.8	35851	51181	6382	369.31	6853	10102
ENSG00000088992	TESC	162800	9544	184900	225790	49575	2030.7	51272	63201	28262	1818.1	33216	36645
ENSG00000089006	SNX5	60607	3595	75569	98415	47993	2667.5	57482	74737	29298	1310.9	34236	46788
ENSG00000089009	RPL6	706120	33798	640870	707550	327250	15889	302530	313010	228910	10845	207510	210650
ENSG00000089154	GCN1	121690	5427.4	142060	164840	33985	1965.1	42472	51967	9793.3	178.96	10421	12783
ENSG00000089157	RPLP0	95235	4981	115060	170500	103370	5505.5	121750	202550	91487	4183.6	110030	181600
ENSG00000089169	RPH3A	256670	13339	239860	183680	94847	4788.2	90207	68924	120860	5973.3	111440	85282
ENSG00000089248	ERP29	642590	32839	724990	916240	129300	6419.9	154320	188050	134300	6008.6	144930	204370
ENSG00000089250	NOS1	47333	2368.4	48907	58996	25409	1136.1	27087	31964	25721	1006.2	28837	32337
ENSG00000089280	FUS	18488	837.74	19663	27723	22261	965.22	22768	31714	16148	637.47	15557	22206
ENSG00000089289	IGBP1	84051	3971	89945	98300	91220	3649.9	96405	108050	105170	5625.4	107100	126770
ENSG00000089597	GANAB	311570	14663	320240	457950	151570	7265.5	147640	215730	200030	9538.3	201210	292670
ENSG00000090054	SPTLC1	6230.7	200.1	5434.9	8709.2	3608.2	121.64	3977.7	4855.5	0	0	0	0
ENSG00000090273	NUDC	110090	5603.3	144200	211510	65379	3729.1	89423	129390	67167	3583.9	84049	129610
ENSG00000090339	ICAM1	72360	3123.1	91854	208390	34542	1435.3	44555	102020	17405	661.21	20713	51825
ENSG00000090615	GOLGA3	68750	2856	56906	104840	30055	1389.2	26856	35915	28156	942.55	23845	33014
ENSG00000090621	PABPC4	442620	23686	470360	580710	155900	7408.4	152080	184900	150540	7000.1	147380	181030
ENSG00000090861	AARS1	342960	15872	380350	488350	255460	11911	271490	367710	155880	6252.5	167820	214970
ENSG00000090863	GLG1	42126	2142.7	50486	79398	61084	2985	70604	96788	31360	1448	37482	51455
ENSG00000090975	PITPNM2	117230	6570.3	135500	171680	22810	737.27	23834	26659	18802	1018.8	21058	23934
ENSG00000091129	NRCAM	69493	3624.7	78371	84527	28093	1313.8	33604	33245	30041	1274.3	33536	37278
ENSG00000091140	DLD	310130	15400	399440	455660	132990	5564.4	135880	171980	88645	4635.9	93072	122600
ENSG00000091157	WDR7	365720	16920	405270	415820	109590	4613.9	118020	122800	59817	2592.2	65339	64640
ENSG00000091164	TXNL1	236020	11832	261750	320630	53543	2217.8	49607	84951	30960	1561.8	25789	44298
ENSG00000091409	ITGA6	73169	3335.9	81803	122710	0	0	0	0	16378	718.84	14625	25243
ENSG00000091428	RAPGEF4	65489	2931.9	75841	67208	20392	1419.9	24068	24229	18231	942.38	21336	18737
ENSG00000091483	FH	193310	9016.1	136980	365330	169850	9101.9	121840	305940	107410	4645.1	82463	200800
ENSG00000091513	TF	790910	38712	764720	1269900	630400	28902	618840	1034900	496810	25686	482870	807610
ENSG00000091527	CDV3	142240	7364.2	175170	249680	91485	4495.2	111120	159580	34038	1817.7	39903	59704
ENSG00000091622	PITPNM3	133000	8053.2	175370	163560	55860	3417.4	71621	69378	34434	1531.1	44049	38083
ENSG00000092094	OSGEP	116310	6400.9	136490	157650	43346	1928	49842	55224	28075	1211.9	30931	38526
ENSG00000092621	PHGDH	343040	16434	387680	596360	246490	10116	267490	427540	155080	6149.7	176900	270590
ENSG00000092820	EZR	128200	6292.7	129670	277280	109050	5193.5	104490	231620	48793	2974.4	48101	109000
ENSG00000093144	ECHDC1	272980	15113	281920	461460	105360	5202.6	112600	173530	61330	2924.6	66333	105940
ENSG00000093167	LRRFIP2	47364	2079.6	59936	67250	33857	1793.2	38600	51525	10973	580.58	12509	16942
ENSG00000094631	HDAC6	32968	1809	45204	52145	4855	176.39	7298	8501.1	16906	836.66	21598	24426
ENSG00000095139	ARCN1	59939	2772	66417	96262	34206	1233.7	36779	53214	18936	1176.6	22398	32150
ENSG00000095261	PSMD5	125270	5440.6	123930	185840	61921	3248.3	61489	97185	38522	1842.8	35923	56645
ENSG00000095321	CRAT	288240	13784	372370	487840	195550	9693.9	254190	328080	190290	10143	245430	324210
ENSG00000095637	SORBS1	566170	46766	882340	951230	122050	5518.7	162430	182400	103580	4929.9	131310	152710
ENSG00000095713	CRTAC1	7713.4	305.66	6108	12353	7221.4	309.63	8044.3	10321	2277.7	0	2228	3174.9
ENSG00000096384	HSP90AB1	2648000	134740	2642400	4112600	1412500	68981	1430300	2206500	735700	36733	757800	1138700
ENSG00000096746	HNRNPH3	83956	3598.4	101330	143300	56646	2567	70590	103460	51660	2337.2	62183	91512
ENSG00000097021	ACOT7	717570	33940	869980	900990	348980	18905	425390	443400	239730	11319	296710	308360
ENSG00000097033	SH3GLB1	132550	6442.5	151750	187410	58039	3479	62053	95966	32507	1394.1	36828	47420
ENSG00000099204	ABLIM1	75396	3825.4	102160	115610	40074	3282	67245	88373	33861	1756	45927	69761
ENSG00000099246	RAB18	0	0	0	70727	17510	1142.1	25297	23752	12525	425.4	16006	16261
ENSG00000099282	TSPAN15	104150	5133.7	95195	221710	39160	1724.8	34912	84419	26968	1322.1	24920	59948
ENSG00000099308	MAST3	34958	2112.9	44522	42671	20016	721.15	22822	23705	8827.1	468.9	11983	11336
ENSG00000099622	CIRBP	89541	4821.4	110010	122940	68493	3863.5	78391	92266	20751	1150.8	26198	29112
ENSG00000099624	ATP5F1D	87674	4665.6	96597	105080	112050	4897.4	124290	132450	104460	5559.8	117960	130310
ENSG00000099625	CBARP	16177	585.64	19087	16341	0	0	0	0	5130.4	213.95	7531.4	5742
ENSG00000099783	HNRNPM	933240	46746	1229500	1430400	501150	24215	648080	787930	226010	12006	300220	345030
ENSG00000099800	TIMM13	186740	9130.2	154790	253130	101860	4751.5	85601	131160	80509	3977.3	66633	111620
ENSG00000099814	CEP170B	229740	11668	236460	276540	184730	8290.6	209320	222200	132930	6323	139730	158210
ENSG00000099822	HCN2	54216	2355.7	49394	72487	23902	1218.6	23398	31390	17521	800.79	16780	22872
ENSG00000099864	PALM	110080	4224.1	70997	169370	58300	2515.9	36674	89101	36618	1433.7	21482	55072
ENSG00000099942	CRKL	570220	30264	557460	874620	203330	10757	198290	313110	118100	5012.4	118370	184430
ENSG00000099968	BCL2L13	12013	575.32	11849	21908	5843.9	189.07	6003.4	11348	0	0	0	0
ENSG00000100028	SNRPD3	298950	16056	391910	507410	160310	8322.6	212030	267920	65521	3217.7	89275	108300
ENSG00000100030	MAPK1	315390	16914	382050	509800	249040	12032	297050	428840	202970	10250	231260	347070
ENSG00000100075	SLC25A1	284830	15912	341420	467870	123420	7305.7	147330	205150	58867	2622.5	68840	95963
ENSG00000100083	GGA1	17276	910.57	19732	24077	9104.9	342.01	11064	13554	6565.3	384.96	7958.5	9210.3
ENSG00000100097	LGALS1	773590	44173	603730	1364200	503960	23938	349340	916810	334840	17631	238800	616470
ENSG00000100116	GCAT	38716	2090.5	35123	29033	30315	1280.7	22763	18918	0	0	0	0
ENSG00000100129	EIF3L	114200	6670.1	141490	163750	38070	2058.2	43365	50094	90381	4860.3	104200	142380
ENSG00000100167	SEPTIN3	469580	22500	470830	550510	195130	11023	224850	265500	115440	6071.1	133980	158780
ENSG00000100201	DDX17	296500	13669	326650	474080	187980	7997.5	198420	313500	124130	5574.7	132920	223360
ENSG00000100220	RTCB	258520	14002	380020	627180	132990	5501	163110	274560	165270	8897.8	239290	385630
ENSG00000100226	GTPBP1	51195	2606.5	68773	79611	5878.5	312.26	7197.5	9670.4	3932.3	175.95	5046.9	6165.4
ENSG00000100241	SBF1	199880	10839	269450	285130	249620	11354	319730	347190	115200	6048.2	145440	166150
ENSG00000100243	CYB5R3	328760	19300	470720	664630	191140	12486	270830	405540	97802	5889.3	146580	208580
ENSG00000100266	PACSIN2	392610	20862	425830	551810	335760	17332	367880	491190	255020	13755	271670	367640
ENSG00000100280	AP1B1	186170	10217	198270	220530	90474	4404.7	97512	111090	59374	2232.3	60651	71490
ENSG00000100284	TOM1	51866	3540.4	65376	80465	24664	1592.1	33119	37845	19182	1302	26696	29602
ENSG00000100285	NEFH	171080	9095.9	199500	277070	126980	6199.3	160970	233200	99144	5002.9	124160	174350
ENSG00000100304	TTLL12	191770	8470.5	210130	249400	29761	1188.9	25750	39103	17743	739.01	16624	34542
ENSG00000100345	MYH9	582180	30540	487700	977260	452920	22506	357720	756350	253790	12119	194940	415950
ENSG00000100347	SAMM50	478040	27396	673890	690250	239200	13430	335880	347770	157570	9968.4	225190	235560
ENSG00000100353	EIF3D	86406	4260.2	83997	132570	43354	1826	42340	68352	8536.4	0	9568.7	13996
ENSG00000100364	KIAA0930	71499	3659.1	85050	105320	15449	751.22	16839	23233	8920.5	250.87	9664.4	14641
ENSG00000100380	ST13	98023	6821.2	109270	254730	177390	11287	174770	366380	114490	7107.6	103570	204800
ENSG00000100401	RANGAP1	52926	2393	55064	69697	0	0	0	0	30153	1699.1	31852	39729
ENSG00000100412	ACO2	180840	8831.1	250920	247760	128060	6734.6	206070	409480	99444	5453.4	173590	128720
ENSG00000100427	MLC1	12163	802.59	13762	17507	16286	583.16	20289	22519	23427	1219.2	25450	31724
ENSG00000100442	FKBP3	217460	10143	157470	289230	146850	6418.3	104470	192120	79960	4211.9	62356	108930
ENSG00000100445	SDR39U1	292800	14362	326160	349910	162340	8075.4	180870	198000	101980	4970.6	119240	130500
ENSG00000100462	PRMT5	102080	5795.1	141330	210490	48666	2392	90826	127240	24295	939.26	41607	61669
ENSG00000100519	PSMC6	349420	17574	427200	456170	78491	4438.4	99403	110640	66127	3440.2	78220	90278
ENSG00000100523	DDHD1	57627	2170.1	56653	80244	28067	1300.7	27348	37270	14112	476.26	15943	21133
ENSG00000100554	ATP6V1D	204780	9775.6	221410	312210	134430	7396.9	142810	225370	68757	3528.8	77223	115350
ENSG00000100567	PSMA3	184450	9369	256620	293530	144770	7389.6	192980	225500	98975	5093.5	130840	157480
ENSG00000100577	GSTZ1	0	0	0	0	12592	739.88	11898	19637	74460	4090.3	72660	120080
ENSG00000100591	AHSA1	243330	12363	247800	396800	152210	7489.7	152580	251030	164170	8606.4	160330	274080
ENSG00000100592	DAAM1	102990	4879.1	120660	135310	52511	2102.3	50732	67781	58035	2838.3	62699	72913
ENSG00000100614	PPM1A	658950	39172	821180	966060	142020	8901.2	164030	224350	175740	12368	222440	290700
ENSG00000100664	EIF5	158740	7671	168340	224460	170540	7373.4	189850	241030	115140	5124	132720	170300
ENSG00000100714	MTHFD1	349400	21574	357440	582630	124890	7086.6	127030	184590	170060	8720.5	183220	246830
ENSG00000100764	PSMC1	69680	3666.1	75761	91557	31168	1462.6	32732	44043	15674	845.72	15179	19734
ENSG00000100804	PSMB5	40199	4812.4	114290	123080	28512	1503.1	45913	56107	13717	1466.5	37180	42628
ENSG00000100813	ACIN1	0	0	0	0	48612	2731.4	52295	54397	36020	2194.2	38543	39037
ENSG00000100836	PABPN1	0	0	0	0	84958	4596.8	114830	132690	49971	3719.1	73452	94889
ENSG00000100883	SRP54	33866	1554.7	43663	44554	8361.5	436.72	10332	10753	6340.7	380.4	8569.7	8179.4
ENSG00000100902	PSMA6	226980	11277	293820	379030	71808	3101.3	90079	117910	61342	2467.5	85725	100360
ENSG00000100983	GSS	165710	8392.4	199440	186830	147460	6316.6	178480	167570	99224	4957.8	121990	113050
ENSG00000100994	PYGB	721690	38377	939280	1258900	388150	20077	546040	708470	319190	17268	428870	637770
ENSG00000101132	PFDN4	69055	2930.1	58358	96022	42248	1626.6	34742	60062	22155	1155.3	18955	32264
ENSG00000101150	TPD52L2	212650	11461	182810	355980	84895	3907.8	70454	158060	70055	3845.3	54781	119200
ENSG00000101199	ARFGAP1	343740	15378	255520	387330	186470	8693.9	146410	212770	67509	3645.1	61324	85633
ENSG00000101335	MYL9	131990	6061.8	172420	147090	53551	2936.4	64679	60581	0	0	0	0
ENSG00000101347	SAMHD1	0	0	15186	17635	11953	613.2	28113	38054	7814.9	389.84	13159	17704
ENSG00000101365	IDH3B	131950	5995.4	159620	201150	228630	11963	288200	347300	67095	3377.1	79325	94330
ENSG00000101367	MAPRE1	92814	4828.5	95061	139980	27470	1233.5	29499	39392	17264	818.92	19029	26809
ENSG00000101400	SNTA1	138680	8009	176550	285040	61261	3014.9	75555	123400	24481	1549.9	34578	58250
ENSG00000101439	CST3	786730	45786	837030	1069300	335610	17846	362050	450310	272510	14184	284260	368500
ENSG00000101444	AHCY	1334000	68420	1564500	2145300	859030	45117	983260	1421600	581550	27523	651170	978870
ENSG00000101474	APMAP	37821	2193.3	42695	61998	17716	819.09	20478	29776	14360	654.6	15744	24075
ENSG00000101557	USP14	413600	21319	387890	493750	148700	7004.6	141980	174300	78571	3634.8	72532	96346
ENSG00000101558	VAPA	302310	14793	288100	456290	196280	9729.2	181800	291030	146960	7158.5	136310	222830
ENSG00000101596	SMCHD1	3915.5	106.48	4510.5	6028.7	0	0	0	0	1598.3	63.608	1444.3	2101.7
ENSG00000101940	WDR13	307430	17530	315720	445940	65171	3898.9	65532	97128	44014	2186.9	44483	62621
ENSG00000102003	SYP	767330	38462	862920	1029100	598740	30429	690850	780550	348920	18457	382230	443220
ENSG00000102024	PLS3	264970	12351	262980	409060	54521	2475.7	49923	92722	44357	2329	41252	65751
ENSG00000102054	RBBP7	146780	7186.1	136430	211130	43865	2133.6	46239	66290	33747	1549.8	30562	46883
ENSG00000102109	PCSK1N	783150	39386	768890	671130	352550	16183	366590	317480	233950	11574	243120	195810
ENSG00000102144	PGK1	1749000	88349	1829900	3096300	1088200	54141	1136100	1865900	752220	38093	810450	1284800
ENSG00000102172	SMS	200730	10196	321520	425780	136820	6647.5	207140	281130	72225	3934.5	111170	147990
ENSG00000102178	UBL4A	112490	5043.8	114620	141320	95773	4966.5	95528	118570	57146	3148.3	58445	69794
ENSG00000102189	EEA1	579620	29900	590480	775390	278870	14620	276180	383780	309060	15570	302760	417840
ENSG00000102226	USP11	4005.4	134.66	4264.8	5665.1	5034.6	185.51	5885.1	6119.9	3229.1	109.35	3376.5	3905.6
ENSG00000102390	PBDC1	108550	5846	117050	161540	40118	2015.2	42668	56388	29445	1514.6	31171	42526
ENSG00000102401	ARMCX3	129740	6753.7	155690	167990	0	0	0	0	14510	740.52	19883	17280
ENSG00000102547	CAB39L	95289	5295.4	108710	137910	30618	1387.3	34212	49260	11002	611.96	13092	15252
ENSG00000102606	ARHGEF7	144390	5694.6	223410	285510	127360	7283.7	168760	204600	82979	3997	110210	135010
ENSG00000102699	PARP4	57837	2704.7	53490	82014	34862	992.58	35722	45047	0	0	0	0
ENSG00000102738	MRPS31	49611	2211.7	46186	64713	39701	1565.1	36159	47482	26715	1175.2	25951	36836
ENSG00000102763	VWA8	122590	6472.3	134500	189580	7343.9	236.87	9329	10061	4427.7	154.34	5852.2	6060.9
ENSG00000102781	KATNAL1	75283	3035.2	73534	108330	22643	925.79	22776	36687	17396	724.42	18561	24331
ENSG00000102879	CORO1A	177780	10266	200430	207960	62873	3041	68126	65783	57304	3013.2	67519	68856
ENSG00000102882	MAPK3	463660	23881	583140	853310	217600	10933	289310	407280	166260	9583.4	215780	331210
ENSG00000102893	PHKB	74726	2608.4	82777	108140	47640	2070.8	56585	71051	34850	1570.8	38618	49777
ENSG00000102900	NUP93	76639	3653	91344	108080	45852	3047.2	54942	65345	32313	1140.7	37265	44945
ENSG00000102967	DHODH	88483	3870.5	102460	128950	56671	2574.7	65772	80499	15625	877.18	18089	22902
ENSG00000103024	NME3	12866	403.83	14326	17180	20861	898.34	23503	26897	21064	863.41	18641	25701
ENSG00000103034	NDRG4	640780	33423	591370	1103600	188860	10129	172480	335650	127880	6669.2	117560	232810
ENSG00000103056	SMPD3	202520	8391.8	176170	208420	82511	4103.5	73795	85834	0	0	0	0
ENSG00000103154	NECAB2	160030	7914.7	207460	193020	53176	2849.5	74068	64787	38005	1709.3	48251	45890
ENSG00000103160	HSDL1	205680	10664	234330	254420	120310	6533.1	137680	151110	49665	2222.3	53510	63433
ENSG00000103187	COTL1	50889	3078.7	49926	109090	33813	1832.7	30152	79083	21060	1077.8	18545	45368
ENSG00000103194	USP10	0	0	11561	14942	16829	803.76	24790	31978	12876	578.99	19444	25177
ENSG00000103197	TSC2	125200	7131.3	157010	160630	33893	1272.4	38013	45034	21178	1092.7	24180	27646
ENSG00000103266	STUB1	322350	16874	431530	492680	214370	12487	283650	347690	126800	6726.1	162110	208580
ENSG00000103274	NUBP1	66414	2913.9	65797	103310	31412	1277.9	32672	49299	18682	884.5	20481	32876
ENSG00000103316	CRYM	590160	34249	579530	536800	527880	27121	560720	529720	454300	24608	458680	480070
ENSG00000103356	EARS2	124710	7530.4	153980	166670	68640	3970.5	83500	92055	0	0	0	0
ENSG00000103363	ELOB	274410	13183	290640	432920	238150	13053	274370	390460	173190	8807.6	197620	279350
ENSG00000103381	CPPED1	98172	5403.9	114610	176110	59996	3615	74631	111580	36371	2817	47322	68488
ENSG00000103485	QPRT	52001	2392.9	72444	128900	24979	939.4	34781	61560	11373	683.95	16089	30558
ENSG00000103496	STX4	105850	6038.6	300850	441320	85595	4009	168930	232090	40126	2119.6	90802	126160
ENSG00000103507	BCKDK	49589	2619.5	60184	55449	31963	1589.9	36997	52530	80556	3725.6	91767	72773
ENSG00000103540	CCP110	60252	2517.9	72706	83408	33412	1868.2	51095	47238	50104	2182.3	61370	71811
