Gene ID	Gene Name	g4_g3.p-value	g4_g3.log2foldchange	g2_g1.p-value	g2_g1.log2foldchange
ENSG00000167632	TRAPPC9	0.278532902	0.5	0.792426831	-0.1
ENSG00000167641	PPP1R14A	0.862723276	0	0.03742162	-0.4
ENSG00000167658	EEF2	0.886248144	0.1	0.157432384	-0.4
ENSG00000167671	UBXN6	0.809272722	0.1	0.050898696	0.3
ENSG00000167699	GLOD4	0.816831442	0	0.020422288	-0.3
ENSG00000167720	SRR	0.913375852	0	0.327905665	-0.1
ENSG00000167770	OTUB1	0.869013324	0.1	0.309090378	-0.2
ENSG00000167792	NDUFV1	0.970521848	0	0.034864442	0.1
ENSG00000167863	ATP5PD	0.968469743	0	0.687370326	0.1
ENSG00000167881	SRP68	0.938825047	0	0.234471973	-0.1
ENSG00000167969	ECI1	0.957286073	0	0.072945755	0.5
ENSG00000167971	CASKIN1	0.206469823	-0.1	0.000425376	0.7
ENSG00000167978	SRRM2	0.290207755	0.2	0.006293584	0.6
ENSG00000167986	DDB1	0.806955693	0	0.119278306	0.2
ENSG00000168003	SLC3A2	0.774419702	0	0.484003648	0.1
ENSG00000168028	RPSA	0.33529669	0.4	0.689703592	-0.1
ENSG00000168036	CTNNB1	0.412938895	0.3	0.087504831	0.5
ENSG00000168090	COPS6	0.3221219	-0.2	0.013492281	-0.4
ENSG00000168118	RAB4A	0.049519253	0.2	0.001207394	0.3
ENSG00000168172	HOOK3	0.948603337	0	0.374727768	0.1
ENSG00000168259	DNAJC7	0.742604673	0.1	0.212739273	0.2
ENSG00000168291	PDHB	0.226771845	-0.1	0.008286165	0.2
ENSG00000168374	ARF4	0.649067635	0	0.001643541	-0.3
ENSG00000168385	SEPTIN2	0.948603337	0	0.002743951	-0.6
ENSG00000168439	STIP1	0.635887363	0	0.000183758	-0.3
ENSG00000168481	LGI3	0.583490758	0.2	0.878377173	0
ENSG00000168490	PHYHIP	0.751000198	0	0.457845936	0
ENSG00000168522	FNTA	0.282671413	0	0.000255198	-0.3
ENSG00000168610	STAT3	0.931209668	0	0.718261955	0.1
ENSG00000168763	CNNM3	0.577034659	0.2	0.4737772	-0.2
ENSG00000168827	GFM1	0.461995736	0.2	0.161049518	0.3
ENSG00000168952	STXBP6	0.797595227	0.1	0.228937253	-0.3
ENSG00000168959	GRM5	0.952243584	0	0.09885109	0.2
ENSG00000168993	CPLX1	0.173959109	0.1	0.185835803	0.1
ENSG00000169020	ATP5ME	0.969996102	0	0.639208647	0
ENSG00000169032	MAP2K1	0.932088101	0	0.052723147	-0.2
ENSG00000169093	ASMTL	0.181920609	-0.2	0.143895988	-0.1
ENSG00000169100	SLC25A6	0.96829692	0	0.003081347	0.3
ENSG00000169139	UBE2V2	0.579886187	0.3	0.798396699	-0.1
ENSG00000169221	TBC1D10B	0.092957799	0.4	0.012342661	0.4
ENSG00000169223	LMAN2	0.515315502	0.1	0.770272364	0
ENSG00000169258	GPRIN1	0.806955693	0	0.675662109	0
ENSG00000169288	MRPL1	0.177781703	0.1	0.041149823	0.2
ENSG00000169299	PGM2	0.611346245	-0.1	0.032282392	-0.3
ENSG00000169398	PTK2	0.291256964	0.3	0.697840606	-0.1
ENSG00000169499	PLEKHA2	0.630600431	0.1	0.029887252	0.2
ENSG00000169641	LUZP1	0.828608413	-0.1	0.285264932	0.2
ENSG00000169710	FASN	0.065145998	0.2	0.209357582	-0.1
ENSG00000169727	GPS1	0.052894878	0.4	0.0387617	-0.3
ENSG00000169738	DCXR	0.289141262	0.1	0.007411287	0.3
ENSG00000169750	RAC3	0.74026483	0	0.003967375	0.4
ENSG00000169764	UGP2	0.772850879	0	0.029666364	-0.1
ENSG00000169813	HNRNPF	0.863962585	0	0.008241348	-0.6
ENSG00000169851	PCDH7	0.092957799	0.2	0.015511819	0.3
ENSG00000169862	CTNND2	0.4017118	0.2	0.034856478	0.4
ENSG00000169891	REPS2	0.218448376	0.6	0.993889019	0
ENSG00000170027	YWHAG	0.655890653	-0.1	0.07494779	0.2
ENSG00000170144	HNRNPA3	0.302682442	0.1	0.01703152	-0.2
ENSG00000170248	PDCD6IP	0.605716512	-0.1	0.776802693	0
ENSG00000170348	TMED10	0.367778185	0.1	0.059868246	-0.1
ENSG00000170502	NUDT9	0.729212941	0.1	0.659374171	0.1
ENSG00000170515	PA2G4	0.560840724	0.2	0.289861132	-0.3
ENSG00000170542	SERPINB9	0.501228862	-0.2	0.331658908	0.2
ENSG00000170558	CDH2	0.253087675	-0.1	0.01199162	-0.2
ENSG00000170606	HSPA4	0.213692794	0.1	0.121275276	-0.1
ENSG00000170634	ACYP2	0.58558405	0.1	0.179571176	-0.1
ENSG00000170759	KIF5B	0.882252081	0	0.061190452	-0.4
ENSG00000170860	LSM3	0.003597977	-0.4	0.000678577	0.3
ENSG00000170876	TMEM43	0.868973876	-0.1	0.712200969	0.1
ENSG00000171100	MTM1	0.593435831	0.4	0.988051001	0
ENSG00000171132	PRKCE	0.723412689	0	0.288130351	0.1
ENSG00000171202	TMEM126A	0.836697142	0	0.006108708	0.4
ENSG00000171246	NPTX1	0.476531256	0.1	0.995515608	0
ENSG00000171262	FAM98B	0.279953618	-0.2	0.02871715	-0.3
ENSG00000171298	GAA	0.124398213	0.2	0.060182355	0.1
ENSG00000171368	TPPP	0.589795444	0.2	0.371662736	0.2
ENSG00000171444	MCC	0.51000057	0.1	0.005153137	0.3
ENSG00000171497	PPID	0.051506345	-0.2	0.005053847	0.2
ENSG00000171503	ETFDH	0.990322477	0	0.470495655	0.1
ENSG00000171530	TBCA	0.051506345	-0.1	0.000257366	0.3
ENSG00000171533	MAP6	0.934167198	0	0.095667672	-0.3
ENSG00000171557	FGG	0.328430204	0.2	0.881473881	0
ENSG00000171560	FGA	0.734684007	0	0.032151339	0.2
ENSG00000171603	CLSTN1	0.745159246	0.1	0.083918448	-0.2
ENSG00000171723	GPHN	0.824566693	0	0.989378181	0
ENSG00000171724	VAT1L	0.218448376	-0.1	0.681301921	0
ENSG00000171766	GATM	0.969996102	0	0.793713074	0
ENSG00000171798	KNDC1	0.720858476	0.1	0.041826962	0.4
ENSG00000171840	NINJ2	0.493675632	0.3	0.834278999	0.1
ENSG00000171863	RPS7	0.97798458	0	0.937967781	0
ENSG00000171867	PRNP	0.684612187	-0.1	0.330627121	-0.2
ENSG00000171885	AQP4	0.487647356	-0.2	0.957661926	0
ENSG00000171914	TLN2	0.709456485	0	0.003795296	0.2
ENSG00000171951	SCG2	0.177781703	0.2	0.487922075	-0.1
ENSG00000172007	RAB33B	0.978847342	0	0.02871715	0.2
ENSG00000172009	THOP1	0.970521848	0	0.039916693	0.1
ENSG00000172037	LAMB2	0.32487836	0.1	0.944134241	0
ENSG00000172115	CYCS	0.132466224	0.1	0.010254611	-0.2
ENSG00000172164	SNTB1	0.863789895	-0.1	0.073242731	0.5
ENSG00000172172	MRPL13	0.096051517	-0.3	0.002043482	0.5
ENSG00000172239	PAIP1	0.092957799	0.6	0.778732665	0.1
ENSG00000172270	BSG	0.506483515	0.5	0.457845936	0.4
ENSG00000172340	SUCLG2	0.948603337	0	0.316434414	-0.1
ENSG00000172500	FIBP	0.633178285	-0.1	0.120244772	0.2
ENSG00000172508	CARNS1	0.948459382	0	0.132790737	-0.7
ENSG00000172531	PPP1CA	0.564614799	-0.1	0.026025412	0.3
ENSG00000172534	HCFC1	0.851270847	0	0.196936345	0.2
ENSG00000172757	CFL1	0.771834916	0	0.319500593	0.1
ENSG00000172803	SNX32	0.960526335	0	0.65205023	0.2
ENSG00000172869	DMXL1	0.836697142	0.1	0.137724396	0.4
ENSG00000172939	OXSR1	0.168086646	0.1	0.069527493	-0.1
ENSG00000173039	RELA	0.61082817	0.2	0.406522398	0.3
ENSG00000173064	HECTD4	0.834158302	-0.1	0.951858491	0
ENSG00000173171	MTX1	0.575685399	0.1	0.013492281	0.3
ENSG00000173210	ABLIM3	0.923707993	0	0.129323522	0.4
ENSG00000173267	SNCG	0.759959404	0.2	0.976493216	0
ENSG00000173402	DAG1	0.498617642	-0.2	0.809109379	0
ENSG00000173486	FKBP2	0.541654295	-0.1	0.015657227	0.4
ENSG00000173540	GMPPB	0.938825047	0	0.120286853	-0.1
ENSG00000173599	PC	0.646385971	0.1	0.0088587	0.3
ENSG00000173611	SCAI	0.665856377	-0.1	0.017329656	0.3
ENSG00000173692	PSMD1	0.654887025	0.1	0.147209478	0.2
ENSG00000173786	CNP	0.878621413	0	0.001651061	-0.4
ENSG00000173801	JUP	0.400012623	-0.1	0.770554796	0
ENSG00000173898	SPTBN2	0.83932298	0	0.02871715	0.1
ENSG00000174173	TRMT10C	0.737857567	0.1	0.170500978	0.3
ENSG00000174238	PITPNA	0.449881318	0.2	0.101020239	-0.3
ENSG00000174243	DDX23	0.750017893	-0.1	0.907533402	0
ENSG00000174791	RIN1	0.33529669	-0.1	0.024661199	0.2
ENSG00000174840	PDE12	0.918166057	0	0.016978033	0.3
ENSG00000174842	GLMN	0.948459382	0	0.166766567	0.4
ENSG00000174996	KLC2	0.51000057	0.1	0.654882961	0.1
ENSG00000175073	VCPIP1	0.923707993	0	0.0051526	0.4
ENSG00000175110	MRPS22	0.86615704	0	0.000847328	0.9
ENSG00000175115	PACS1	0.955698172	0	0.592794267	0.1
ENSG00000175130	MARCKSL1	0.548074457	-0.1	0.009471159	-1
ENSG00000175166	PSMD2	0.537922267	0.1	0.093325828	-0.2
ENSG00000175198	PCCA	0.749525797	0.1	0.755506113	0
ENSG00000175203	DCTN2	0.444800979	-0.1	0.127661538	0.1
ENSG00000175216	CKAP5	0.702550417	0	0.220444523	-0.1
ENSG00000175220	ARHGAP1	0.0805785	0.3	0.045333219	0.2
ENSG00000175224	ATG13	0.96409469	0	0.218520011	0.2
ENSG00000175287	PHYHD1	0.800802088	-0.1	0.412062508	-0.1
ENSG00000175324	LSM1	0.206469823	0.8	0.332732395	0.3
ENSG00000175334	BANF1	0.133564518	0.3	0.003693575	-0.6
ENSG00000175390	EIF3F	0.863207379	0	0.306918725	-0.1
ENSG00000175416	CLTB	0.564614799	-0.1	0.432200426	-0.1
ENSG00000175470	PPP2R2D	0.396866297	0.2	0.227805215	0.2
ENSG00000175497	DPP10	0.753133088	0	0.018105669	0.2
ENSG00000175662	TOM1L2	0.885417785	0	0.056095631	0.5
ENSG00000175866	BAIAP2	0.716946603	0	0.013569534	0.2
ENSG00000175899	A2M	0.830220725	0	0.012020913	-0.4
ENSG00000175931	UBE2O	0.725741703	-0.1	0.733408099	0
ENSG00000175970	UNC119B	0.23930453	-0.7	0.257391509	0.4
ENSG00000176055	MBLAC2	0.882252081	0	0.025110311	0.2
ENSG00000176148	TCP11L1	0.85366974	0	0.025877221	0.4
ENSG00000176393	RNPEP	0.882252081	0	0.235076598	0.2
ENSG00000176422	SPRYD4	0.370553935	0.3	0.995515608	0
ENSG00000176454	LPCAT4	0.985054811	0	0.163917776	0.2
ENSG00000176490	DIRAS1	0.150787362	0.5	0.743948663	0.1
ENSG00000176533	GNG7	0.092957799	0.3	0.382292699	0.1
ENSG00000176619	LMNB2	0.882252081	0	0.004272581	0.3
ENSG00000176623	RMDN1	0.712236384	0.1	0.17695808	-0.3
ENSG00000176658	MYO1D	0.885417785	0	0.018707683	-0.3
ENSG00000176715	ACSF3	0.104807902	0.8	0.308025812	0.2
ENSG00000176973	FAM89B	0.964942922	0	0.165192609	0.4
ENSG00000176978	DPP7	0.288415821	0.3	0.487922075	-0.1
ENSG00000176986	SEC24C	0.40926261	0.4	0.284145602	0.3
ENSG00000177034	MTX3	0.290207755	-0.2	0.029887252	0.3
ENSG00000177156	TALDO1	0.647867313	0	0.000460341	-0.6
ENSG00000177272	KCNA3	0.262356404	0.9	0.894337855	0.1
ENSG00000177380	PPFIA3	0.789276301	0	0.024661199	0.3
ENSG00000177556	ATOX1	0.634507896	0.2	0.211725467	0.3
ENSG00000177600	RPLP2	0.955698172	0	0.000183758	-0.7
ENSG00000177614	PGBD5	0.725741703	0.1	0.264536552	0.2
ENSG00000177646	ACAD9	0.181920609	0.3	0.012020913	0.4
ENSG00000177728	TMEM94	0.745159246	-0.1	0.262961618	0.3
ENSG00000177879	AP3S1	0.553376909	0.1	0.007234837	0.6
ENSG00000177885	GRB2	0.18310266	0.2	0.001403895	-0.6
ENSG00000177963	RIC8A	0.973824054	0	0.011318146	-0.6
ENSG00000178127	NDUFV2	0.476531256	0.1	0.712337662	0
ENSG00000178188	SH2B1	0.177781703	-0.2	0.252698482	0.1
ENSG00000178209	PLEC	0.356141237	0	0.001105022	-0.2
ENSG00000178307	TMEM11	0.746152784	0.1	0.157237109	-0.2
ENSG00000178445	GLDC	0.656675279	-0.1	0.096544695	0.4
ENSG00000178467	P4HTM	0.220959245	0.2	0.001325979	0.7
ENSG00000178537	SLC25A20	0.214836165	0.6	0.475706785	0.2
ENSG00000178695	KCTD12	0.771022148	0.1	0.465754215	0.2
ENSG00000178773	CPNE7	0.455198766	-0.1	0.000903959	0.4
ENSG00000178802	MPI	0.396588087	0.1	0.000340517	-0.6
ENSG00000178814	OPLAH	0.569043214	0.3	0.707949749	0.1
ENSG00000178921	PFAS	0.95026671	0	0.108622198	-0.1
ENSG00000178922	HYI	0.87230043	0	0.119103908	0.3
ENSG00000178950	GAK	0.459174123	0.3	0.340901799	0.2
ENSG00000178952	TUFM	0.854256494	0	0.009811012	0.2
ENSG00000179115	FARSA	0.601281331	0.1	0.031707895	0.3
ENSG00000179163	FUCA1	0.394988914	0.3	0.551099387	0.1
ENSG00000179218	CALR	0.851270847	0	0.005153137	-0.3
ENSG00000179262	RAD23A	0.836697142	0.1	0.381625689	0.1
ENSG00000179271	GADD45GIP1	0.962664942	0	0.316464864	0.6
ENSG00000179295	PTPN11	0.970521848	0	0.000257366	-0.4
ENSG00000179364	PACS2	0.224678715	0	0.002094232	-0.1
ENSG00000179820	MYADM	0.693022374	0.2	0.543832165	0.1
ENSG00000179832	MROH1	0.310891665	0.1	0.009012349	0.3
ENSG00000179958	DCTPP1	0.034214656	1	0.008628559	0.7
ENSG00000180104	EXOC3	0.291256964	-0.2	0.372514034	-0.1
ENSG00000180228	PRKRA	0.501228862	0.1	0.198317987	0.1
ENSG00000180329	CCDC43	0.30295399	-0.2	0.006118817	0.4
ENSG00000180370	PAK2	0.939245982	0.1	0.923946536	-0.1
ENSG00000180611	MB21D2	0.708039745	0.1	0.775818161	0
ENSG00000180817	PPA1	0.701167023	0	0.00695859	0.2
ENSG00000180879	SSR4	0.519645375	-0.2	0.769974018	0.1
ENSG00000180902	D2HGDH	0.833193017	0	0.236785992	-0.1
ENSG00000180957	PITPNB	0.645872333	0.2	0.520208234	-0.1
ENSG00000181019	NQO1	0.703135704	0.2	0.147150475	0.7
ENSG00000181467	RAP2B	0.830366837	0	0.167980437	0.1
ENSG00000181789	COPG1	0.895675641	0	0.131853984	0.3
ENSG00000181873	IBA57	0.270048588	-0.1	0.000645142	0.4
ENSG00000182054	IDH2	0.242065721	0.1	0.005495628	0.1
ENSG00000182134	TDRKH	0.878621413	0.1	0.612443971	0.1
ENSG00000182149	IST1	0.463836458	0.2	0.201485276	-0.2
ENSG00000182253	SYNM	0.857885161	-0.1	0.622461411	-0.1
ENSG00000182446	NPLOC4	0.723413024	0.1	0.269796197	-0.3
ENSG00000182473	EXOC7	0.611826581	0.1	0.340901799	0.1
ENSG00000182492	BGN	0.372289726	0.4	0.876848009	0
ENSG00000182621	PLCB1	0.830220725	0	0.014000023	0.3
ENSG00000182718	ANXA2	0.532426327	0.1	0.063600238	-0.3
ENSG00000182732	RGS6	0.862554115	0	0.446714646	0.1
ENSG00000182827	ACBD3	0.832270438	0	0.490319627	0.1
ENSG00000182836	PLCXD3	0.185913638	-0.2	0.00823494	0.3
ENSG00000182871	COL18A1	0.243740858	0.2	0.072099524	0.2
ENSG00000182901	RGS7	0.417942593	0.2	0.024479537	0.4
ENSG00000182985	CADM1	0.531822159	0.3	0.975952455	0
ENSG00000183023	SLC8A1	0.177781703	0.4	0.319500593	-0.2
ENSG00000183048	SLC25A10	0.492401119	0.2	0.03928373	0.8
ENSG00000183049	CAMK1D	0.65323178	0.1	0.893038203	0
ENSG00000183186	C2CD4C	0.423284832	0.4	0.160897033	0.6
ENSG00000183207	RUVBL2	0.875555468	0	0.018721329	0.4
ENSG00000183248	PRR36	0.495799359	-0.1	0.010501813	0.3
ENSG00000183291	SELENOF	0.501228862	0.3	0.995515608	0
ENSG00000183431	SF3A3	0.372289726	-0.1	0.321489716	-0.1
ENSG00000183597	TANGO2	0.461405697	-0.2	0.673354574	0.1
ENSG00000183648	NDUFB1	0.553376909	0.1	0.311111796	-0.1
ENSG00000183735	TBK1	0.177781703	-0.3	0.2968611	0.1
ENSG00000183773	AIFM3	0.103522867	0.3	0.063516159	0.2
ENSG00000183775	KCTD16	0.146765129	0.2	0.001732674	0.4
ENSG00000183785	TUBA8	0.717639359	-0.1	0.178140662	-0.2
ENSG00000183828	NUDT14	0.402127962	-0.1	0.02641457	0.3
ENSG00000184056	VPS33B	0.916093334	0	0.542777708	0.2
ENSG00000184117	NIPSNAP1	0.086912681	-0.6	0.000347593	1.8
ENSG00000184144	CNTN2	0.836310177	0	0.016586854	0.2
ENSG00000184207	PGP	0.789276301	-0.1	0.517567612	0.2
ENSG00000184226	PCDH9	0.177781703	0.5	0.261646808	0.2
ENSG00000184227	ACOT1	0.768730381	-0.2	0.999535033	0
ENSG00000184357	H1-5	0.97798458	0	0.092409033	-0.3
ENSG00000184368	MAP7D2	0.252089043	0.4	0.238792031	-0.3
ENSG00000184408	KCND2	0.736774406	0.1	0.562323855	0.1
ENSG00000184432	COPB2	0.222608031	0.5	0.647479196	0.1
ENSG00000184575	XPOT	0.402127962	-0.1	0.279462356	-0.1
ENSG00000184613	NELL2	0.591781904	-0.1	0.29194124	-0.1
ENSG00000184743	ATL3	0.751070609	0.1	0.067921595	-0.3
ENSG00000184831	APOO	0.302203822	-0.3	0.269333546	-0.2
ENSG00000185009	AP3M1	0.560840724	-0.1	0.457845936	-0.1
ENSG00000185046	ANKS1B	0.85488649	0.1	0.208017275	0.4
ENSG00000185104	FAF1	0.071256352	-0.2	0.004024107	0.2
ENSG00000185189	NRBP2	0.859449538	0	0.614123614	-0.1
ENSG00000185236	RAB11B	0.063722991	-0.2	0.420720439	0
ENSG00000185305	ARL15	0.233878242	0.1	0.000614116	0.6
ENSG00000185359	HGS	0.863207379	0	0.743948663	0
ENSG00000185418	TARS3	0.666360321	0.3	0.796482022	0.1
ENSG00000185420	SMYD3	0.945371277	0	0.28405968	0.3
ENSG00000185567	AHNAK2	0.21833976	0.2	0.010316518	-0.5
ENSG00000185615	PDIA2	0.497251497	0.1	0.025936812	0.4
ENSG00000185624	P4HB	0.923552804	0	0.010254611	-0.3
ENSG00000185627	PSMD13	0.722430281	0	0.009058295	-0.2
ENSG00000185666	SYN3	0.949054506	0	0.227166545	-0.1
ENSG00000185721	DRG1	0.16461927	0.3	0.543832165	0.1
ENSG00000185722	ANKFY1	0.796983926	0	0.024390513	-0.3
ENSG00000185813	PCYT2	0.74005516	-0.1	0.010712611	0.7
ENSG00000185875	THNSL1	0.102210261	0.3	0.003305511	0.5
ENSG00000185896	LAMP1	0.948459382	0	0.059739739	-0.3
ENSG00000185950	IRS2	0.722680658	0.1	0.08043285	0.4
ENSG00000185963	BICD2	0.180979833	0.4	0.749782689	0
ENSG00000185973	TMLHE	0.051506345	-0.3	0.049978879	-0.2
ENSG00000186010	NDUFA13	0.334708013	0.1	0.004086124	0.3
ENSG00000186063	AIDA	0.116800932	0.2	0.019110338	0.2
ENSG00000186205	MARC1	0.662474473	0.1	0.769007786	0.1
ENSG00000186472	PCLO	0.082501504	-0.4	0.221450109	0.2
ENSG00000186522	SEPTIN10	0.3221219	-0.1	0.000678577	-0.4
ENSG00000186635	ARAP1	0.414203064	0.4	0.674011419	0.1
ENSG00000186642	PDE2A	0.447321443	0.1	0.612681404	-0.1
ENSG00000186716	BCR	0.526370602	-0.1	0.029859644	0.2
ENSG00000187091	PLCD1	0.63330197	0.1	0.368328939	-0.2
ENSG00000187109	NAP1L1	0.444800979	0.3	0.230268717	-0.3
ENSG00000187164	SHTN1	0.674566206	0.2	0.514432339	-0.2
ENSG00000187231	SESTD1	0.114840587	0.3	0.532259413	0.1
ENSG00000187239	FNBP1	0.978847342	0	0.028099393	-0.4
ENSG00000187323	DCC	0.469763041	-0.2	0.006492893	0.6
ENSG00000187391	MAGI2	0.664548587	0.1	0.238792031	0.2
ENSG00000187446	CHP1	0.531822159	0.2	0.322744965	0.2
ENSG00000187555	USP7	0.378186253	0.1	0.674561384	0
ENSG00000187672	ERC2	0.460390129	0.1	0.985109128	0
ENSG00000188157	AGRN	0.103522867	0.2	0.048520984	0.1
ENSG00000188191	PRKAR1B	0.787794707	0.1	0.245769943	-0.2
ENSG00000188243	COMMD6	0.290207755	0.6	0.661384959	0.1
ENSG00000188385	JAKMIP3	0.516257302	0.3	0.016016274	-1.2
ENSG00000188783	PRELP	0.941518798	0	0.019760126	0.3
ENSG00000189058	APOD	0.4017118	-0.1	0.000634377	-0.6
ENSG00000189091	SF3B3	0.246085506	0.2	0.734074345	0
ENSG00000189171	S100A13	0.501228862	-0.1	0.00129929	-0.8
ENSG00000189195	BTBD8	0.696620182	0.3	0.158965226	0.7
ENSG00000189221	MAOA	0.836697142	0	0.238792031	-0.1
ENSG00000196136	SERPINA3	0.739709666	-0.1	0.081607589	-0.3
ENSG00000196220	SRGAP3	0.516257302	0	0.082553226	-0.1
ENSG00000196290	NIF3L1	0.488801132	-0.1	0.02374125	0.4
ENSG00000196305	IARS1	0.931209668	0	0.022782302	0.3
ENSG00000196353	CPNE4	0.636903408	0.1	0.119837509	0.2
ENSG00000196365	LONP1	0.694593775	0	0.783385188	0
ENSG00000196405	EVL	0.74026483	0.2	0.900964998	-0.1
ENSG00000196455	PIK3R4	0.862630507	0	0.001793773	0.3
ENSG00000196465	MYL6B	0.604872059	0.1	0.011151532	-0.5
ENSG00000196535	MYO18A	0.096051517	0.2	0.098574458	-0.1
ENSG00000196569	LAMA2	0.833193017	0.1	0.647479196	-0.1
ENSG00000196576	PLXNB2	0.476531256	-0.1	0.053702306	-0.3
ENSG00000196586	MYO6	0.253087675	0.5	0.264536552	-0.3
ENSG00000196712	NF1	0.989501472	0	0.284145602	0.1
ENSG00000196743	GM2A	0.181920609	0.4	0.009044304	-0.7
ENSG00000196792	STRN3	0.4017118	0.3	0.190697537	0.3
ENSG00000196872	KIAA1211L	0.860013196	0	0.534685125	0.1
ENSG00000196876	SCN8A	0.633624406	0	0.018105669	-0.2
ENSG00000196914	ARHGEF12	0.725741703	0.4	0.803135491	0.2
ENSG00000196924	FLNA	0.063722991	-0.1	9.52E-05	-0.3
ENSG00000196961	AP2A1	0.384665345	0.1	0.011538807	0.2
ENSG00000196975	ANXA4	0.004256956	0.4	0.002377581	-0.2
ENSG00000197043	ANXA6	0.799859778	0	0.006108708	-0.2
ENSG00000197045	GMFB	0.4017118	-0.1	0.003967891	-0.4
ENSG00000197102	DYNC1H1	0.923707993	0	0.002633023	-0.1
ENSG00000197106	SLC6A17	0.273592085	-0.3	0.011653633	0.5
ENSG00000197150	ABCB8	0.488801132	0.3	0.834695208	0.1
ENSG00000197157	SND1	0.565406898	0.1	0.562323855	-0.1
ENSG00000197170	PSMD12	0.400012623	0.2	0.44610903	0.1
ENSG00000197355	UAP1L1	0.348957256	0.5	0.926379368	0
ENSG00000197386	HTT	0.888622884	-0.1	0.577844093	0.3
ENSG00000197442	MAP3K5	0.273592085	0.4	0.093915481	-0.4
ENSG00000197444	OGDHL	0.546982889	0	0.001204228	0.4
ENSG00000197448	GSTK1	0.388692978	0.2	0.394934688	-0.1
ENSG00000197451	HNRNPAB	0.529644563	0.2	0.526637593	-0.1
ENSG00000197548	ATG7	0.558195862	0.1	0.860940891	0
ENSG00000197555	SIPA1L1	0.738429949	0.1	0.211675151	0.3
ENSG00000197694	SPTAN1	0.586066993	0	0.013713102	-0.1
ENSG00000197746	PSAP	0.970521848	0	0.003693575	-0.5
ENSG00000197872	FAM49A	0.452625765	0.2	0.319500593	0.2
ENSG00000197879	MYO1C	0.784023643	0	0.006043853	0.4
ENSG00000197892	KIF13B	0.412498609	-0.1	0.273873761	0.1
ENSG00000197894	ADH5	0.746592352	-0.1	0.175643998	-0.2
ENSG00000197912	SPG7	0.349586369	0.2	0.186148988	0.2
ENSG00000197930	ERO1A	0.940099103	0	0.021633648	0.3
ENSG00000197959	DNM3	0.516257302	0.1	0.164668687	0.1
ENSG00000198130	HIBCH	0.747033376	-0.1	0.008338444	-0.4
ENSG00000198231	DDX42	0.501228862	-0.2	0.275305147	0.2
ENSG00000198356	GET3	0.71663903	0	0.394934688	0
ENSG00000198380	GFPT1	0.810011646	0	0.03578266	0.4
ENSG00000198408	OGA	0.516257302	0.1	0.702661889	0
ENSG00000198513	ATL1	0.42079592	0.1	0.167039157	0.1
ENSG00000198561	CTNND1	0.694759402	0	0.001204228	0.4
ENSG00000198585	NUDT16	0.583109059	0.1	0.876765753	0
ENSG00000198612	COPS8	0.742604673	0.3	0.465754215	0.5
ENSG00000198626	RYR2	0.271598657	-0.1	0.004488839	0.2
ENSG00000198648	STK39	0.42921714	0.3	0.590670518	-0.1
ENSG00000198712	MT-CO2	0.110178976	0.3	0.023532581	0.3
ENSG00000198721	ECI2	0.736749659	-0.1	0.661003638	-0.1
ENSG00000198752	CDC42BPB	0.604872059	0.1	0.062609358	0.3
ENSG00000198755	RPL10A	0.766173843	-0.2	0.40794286	0.3
ENSG00000198780	FAM169A	0.821712614	0	0.083332647	0.2
ENSG00000198793	MTOR	0.557786166	0.2	0.175612708	0.4
ENSG00000198805	PNP	0.83932298	0	0.013877105	-0.5
ENSG00000198824	CHAMP1	0.071413307	0.4	0.332619575	0.1
ENSG00000198832	SELENOM	0.916854383	0	0.282458289	-0.2
ENSG00000198836	OPA1	0.331443931	-0.1	0.062603027	0.1
ENSG00000198837	DENND4B	0.402127962	0.1	0.047112594	0.2
ENSG00000198910	L1CAM	0.836252965	-0.1	0.465754215	0.1
ENSG00000198931	APRT	0.875555468	0	0.228316586	0.2
ENSG00000198947	DMD	0.731937373	0.1	0.693166951	0.1
ENSG00000198954	KIFBP	0.417510206	-0.2	0.965874671	0
ENSG00000198959	TGM2	0.538450491	0.1	0.013731797	0.4
ENSG00000203485	INF2	0.493765233	0.2	0.141268343	-0.3
ENSG00000203685	STUM	0.885417785	0.1	0.052723147	0.9
ENSG00000203879	GDI1	0.683059295	0	0.11997828	-0.1
ENSG00000204052	LRRC73	0.273805739	0.3	0.180554382	0.2
ENSG00000204120	GIGYF2	0.950476905	0	0.04226453	0.4
ENSG00000204628	RACK1	0.502224043	0.1	0.134933684	0.2
ENSG00000204673	AKT1S1	0.703135704	0.1	0.183283646	0.2
ENSG00000204843	DCTN1	0.824685388	0	0.134611015	-0.2
ENSG00000205302	SNX2	0.952243584	0	0.203662623	0.2
ENSG00000205339	IPO7	0.340888589	-0.3	0.49589882	0.1
ENSG00000205726	ITSN1	0.683059295	0.1	0.287994665	0.2
ENSG00000205758	CRYZL1	0.56900296	-0.1	0.800694505	0
ENSG00000206053	JPT2	0.104807902	0.4	0.581499456	0.1
ENSG00000206418	RAB12	0.206469823	0.4	0.287994665	-0.2
ENSG00000211455	STK38L	0.725741703	-0.1	0.5862535	-0.1
ENSG00000211456	SACM1L	0.790424154	0	0.130104796	0.1
ENSG00000213339	QTRT1	0.4017118	0.4	0.06837133	0.7
ENSG00000213366	GSTM2	0.962784559	0	0.238792031	-0.1
ENSG00000213463	SYNJ2BP	0.502224043	-0.1	0.212739273	0.2
